Wealth,Age,Gender,Region,TVRegion,LoyaltyStatus,SpendYTD,MemberLength,TargetBuy,TargetAmt
13,34,F,South East,S & S East,Tin,0.01,8,1,1
10,55,M,South East,S & S East,Tin,0.01,5,0,0
6,40,F,North,N East,Silver,50.02,8,0,0
11,49,F,North,Yorkshire,Gold,6000,5,1,2
13,36,F,Midlands,Midlands,Tin,0.01,5,1,2
4,35,U,Midlands,East,Tin,0.01,4,1,1
10,36,M,South East,London,Silver,2000,9,0,0
10,79,F,Midlands,East,Gold,6000,1,0,0
12,63,M,Midlands,East,Silver,1000,9,1,1
2,63,U,South East,London,Gold,12500,1,0,0
10,32,F,North,N West,Silver,25.79,8,1,1
13,31,F,Midlands,Midlands,Tin,0.01,5,0,0
15,60,M,North,Yorkshire,Platinum,20937.6,8,0,0
10,54,U,South East,London,Gold,6053.34,4,1,1
11,76,M,Midlands,Wales & West,Gold,6000,2,0,0
6,66,M,Midlands,Wales & West,Tin,0.01,8,0,0
5,32,M,South East,London,Tin,0.01,5,0,0
5,50,M,South West,S West,Tin,0.01,8,0,0
7,69,U,South East,London,Silver,4500,8,0,0
3,43,F,South East,London,Gold,5700,11,1,1
8,72,U,Midlands,Wales & West,Silver,420.02,6,0,0
11,42,F,Midlands,Wales & West,Silver,1000,1,1,1
9,56,U,South East,S & S East,Silver,2000,1,0,0
11,62,U,South East,London,Platinum,20423.74,3,0,0
3,33,F,Midlands,Midlands,Silver,4100,1,0,0
14,69,F,Scottish,C Scotland,Gold,10001.74,4,1,1
8,47,M,South East,London,Gold,6000,1,0,0
7,50,F,Midlands,Wales & West,Gold,6000,1,0,0
11,46,F,North,N West,Tin,0.01,10,1,1
10,46,F,Midlands,Midlands,Gold,5526.35,5,0,0
4,47,F,South East,London,Tin,0.01,8,0,0
10,56,M,South East,S & S East,Gold,6000,5,0,0
4,50,F,South East,London,Gold,6250,3,1,1
6,65,F,North,Yorkshire,Silver,1000,24,0,0
5,64,U,Scottish,C Scotland,Gold,6000,8,0,0
8,51,F,South West,S West,Gold,6000,5,0,0
6,59,M,North,N West,Silver,3000,5,0,0
6,50,F,Midlands,Midlands,Silver,800,9,0,0
7,57,F,North,N West,Gold,5800,6,0,0
6,48,F,South East,S & S East,Silver,2000,5,0,0
8,50,F,North,N East,Silver,1000,5,0,0
8,45,F,Midlands,Wales & West,Tin,0.01,11,0,0
24,54,F,North,N West,Silver,1000,5,1,2
9,51,F,North,N West,Silver,1150,3,0,0
5,52,F,South East,London,Silver,300,9,0,0
6,63,U,Midlands,Midlands,Silver,1000,6,0,0
11,55,U,South East,London,Tin,0.01,8,1,1
3,71,F,Midlands,Midlands,Gold,17634.66,3,0,0
7,56,M,North,N West,Tin,0.01,4,0,0
16,41,M,Midlands,Midlands,Tin,0.01,8,1,2
1,60,F,North,Yorkshire,Silver,1000,13,0,0
14,58,F,Scottish,C Scotland,Platinum,20268.84,3,1,1
10,63,U,Midlands,Wales & West,Gold,12160.99,7,0,0
4,59,F,North,N West,Gold,5045.68,9,0,0
8,65,F,South East,S & S East,Silver,4000,5,0,0
6,63,F,Midlands,Wales & West,Tin,0.01,7,0,0
12,44,F,South East,S & S East,Silver,3000,7,1,1
7,61,F,North,Yorkshire,Tin,0.01,5,0,0
7,63,F,Midlands,Ulster,Gold,6000,1,1,1
8,36,F,South East,S & S East,Tin,0.01,8,1,1
7,49,U,Midlands,Midlands,Tin,0.01,4,0,0
5,70,F,South East,S & S East,Platinum,53000,6,0,0
12,61,M,North,N West,Gold,12000,6,1,1
8,64,F,Midlands,Midlands,Platinum,40000,6,0,0
9,70,F,Midlands,Wales & West,Tin,0.01,8,0,0
6,56,F,South East,London,Gold,12000,7,0,0
7,38,F,South East,London,Tin,0.01,8,0,0
14,39,F,South East,London,Gold,5900,8,1,1
4,47,F,Scottish,Border,Silver,3000,10,0,0
7,59,F,South East,London,Silver,100,1,1,1
7,52,F,Midlands,Midlands,Silver,5000,2,0,0
4,69,M,Midlands,Wales & West,Gold,12000,11,0,0
9,37,U,Midlands,Wales & West,Tin,0.01,7,0,0
7,63,M,Midlands,Midlands,Silver,5000,5,0,0
12,63,F,North,N East,Tin,0.01,8,0,0
7,74,M,South East,S & S East,Gold,6000,2,0,0
7,77,F,North,N West,Silver,400,10,0,0
6,60,F,Scottish,C Scotland,Silver,3000,5,0,0
6,35,F,Midlands,Midlands,Silver,2000.01,9,0,0
11,66,F,South East,London,Silver,1000,8,0,0
15,49,F,North,Yorkshire,Tin,0.01,5,0,0
7,76,F,Midlands,Midlands,Silver,2500,6,0,0
9,39,F,South East,London,Silver,3000,9,0,0
10,69,U,Scottish,Border,Gold,10000,25,0,0
9,70,M,South West,S West,Gold,6053.35,7,0,0
10,51,U,South East,London,Silver,600.01,6,1,1
10,47,M,Midlands,Wales & West,Silver,2000,2,0,0
6,62,F,South East,S & S East,Silver,5000,5,0,0
5,57,M,North,N East,Tin,0.01,9,0,0
5,43,U,South East,London,Silver,3000,8,0,0
9,39,F,South East,London,Tin,0.01,5,1,1
13,58,F,South East,London,Silver,2000,8,0,0
6,38,M,South East,S & S East,Tin,0.01,8,0,0
6,78,F,Scottish,N Scot,Silver,4884.25,12,0,0
7,57,U,South East,London,Gold,6000,2,0,0
3,45,U,North,Yorkshire,Silver,2000,5,0,0
6,76,F,Midlands,Midlands,Silver,500,20,0,0
11,65,F,South East,London,Gold,12433.27,4,1,1
5,52,M,North,Yorkshire,Tin,0.01,4,0,0
10,52,M,Midlands,Midlands,Silver,2000,1,0,0
8,32,F,South East,S & S East,Platinum,39257.79,5,0,0
6,67,M,Midlands,Midlands,Gold,12158.67,8,0,0
9,62,F,South East,London,Gold,6107.64,5,1,1
13,36,F,South East,London,Silver,0.02,5,1,2
8,41,M,North,N West,Tin,0.01,5,0,0
6,54,F,North,N East,Tin,0.01,4,0,0
6,46,M,North,N West,Gold,9000,8,0,0
7,41,F,Midlands,Midlands,Tin,0.01,4,1,1
13,36,F,South East,London,Silver,2000,7,1,3
8,41,M,North,N East,Tin,0.01,5,0,0
2,51,F,South East,London,Platinum,20712,3,0,0
9,58,F,Midlands,Midlands,Tin,0.01,6,0,0
13,65,F,South West,S West,Silver,4000,2,1,1
6,47,F,North,Yorkshire,Silver,3000,1,0,0
8,35,M,North,N West,Tin,0.01,6,0,0
9,73,F,South West,S West,Silver,3000.01,7,1,1
9,59,U,Midlands,East,Silver,100,2,0,0
15,46,F,North,N West,Silver,1000,4,0,0
10,37,F,South East,London,Tin,0.01,5,1,1
6,50,U,South East,London,Gold,16000,5,0,0
9,37,F,South East,London,Silver,2300,7,0,0
7,56,F,North,N West,Silver,500,12,0,0
7,64,F,Midlands,Midlands,Silver,4459.17,19,0,0
4,77,M,South East,S & S East,Gold,12000,9,0,0
11,78,U,Midlands,Wales & West,Gold,6000,10,0,0
6,61,U,South West,S West,Gold,16349.66,8,0,0
16,44,F,Scottish,N Scot,Silver,211,3,1,1
9,40,F,South East,London,Tin,0.01,4,1,1
15,29,U,South West,S West,Tin,0.01,5,0,0
8,34,U,Midlands,Midlands,Tin,0.01,7,0,0
7,26,M,Midlands,Wales & West,Silver,600,1,0,0
9,31,F,South East,London,Silver,2000,5,0,0
15,69,F,South East,S & S East,Platinum,22332.01,3,1,1
9,50,U,South East,S & S East,Tin,0.01,5,0,0
8,34,F,North,Yorkshire,Tin,0.01,4,1,1
7,56,M,South East,London,Tin,0.01,9,0,0
12,71,U,South West,S West,Gold,6000,1,1,1
12,57,U,Midlands,Wales & West,Tin,0.01,9,0,0
8,43,U,North,Yorkshire,Tin,0.01,4,0,0
12,72,U,North,N West,Silver,3000,5,0,0
12,66,M,South East,London,Silver,1000,12,0,0
8,66,M,North,N East,Silver,50,1,0,0
5,45,F,Midlands,Midlands,Tin,0.01,5,0,0
8,66,F,South East,London,Silver,1500,12,0,0
10,62,M,South East,London,Tin,0.01,8,0,0
9,59,M,Midlands,East,Gold,6000.01,8,0,0
6,64,M,Midlands,Midlands,Gold,12000,2,0,0
7,78,F,Midlands,Wales & West,Gold,11900.01,12,1,1
8,53,M,South East,London,Silver,4000.01,5,0,0
8,29,M,South East,London,Tin,0.01,4,0,0
7,46,F,North,N West,Gold,12050,8,0,0
13,74,M,South East,S & S East,Silver,3000,19,1,1
5,54,M,South East,S & S East,Platinum,40000,1,0,0
6,53,M,Midlands,Midlands,Tin,0.01,5,0,0
13,41,U,North,N West,Silver,5000,4,0,0
10,65,F,South East,London,Silver,480,5,1,1
4,49,M,North,Yorkshire,Tin,0.01,7,0,0
11,52,F,South East,London,Silver,1615.12,6,0,0
8,32,F,North,N East,Tin,0.01,8,0,0
8,37,F,South East,London,Silver,720.01,5,1,1
7,66,F,Scottish,C Scotland,Silver,2000,2,0,0
9,55,M,North,N West,Tin,0.01,9,0,0
6,74,F,South East,London,Tin,0.01,6,0,0
9,66,F,South East,S & S East,Silver,3026.67,7,0,0
7,54,U,South East,S & S East,Platinum,20600,8,0,0
9,36,F,South East,S & S East,Platinum,23000,11,0,0
10,55,F,South East,London,Tin,0.01,5,0,0
6,69,M,North,N East,Gold,6000,23,0,0
6,60,U,Scottish,C Scotland,Gold,6000,19,0,0
15,40,F,North,Yorkshire,Silver,3000,6,1,1
6,63,M,North,Yorkshire,Gold,6000,1,0,0
9,50,U,South East,S & S East,Tin,0.01,9,0,0
6,57,F,Midlands,Midlands,Gold,6053.35,6,0,0
5,45,F,South East,S & S East,Gold,6053.35,6,0,0
9,51,U,South East,London,Gold,12158.67,8,0,0
16,49,F,Midlands,East,Silver,4884.25,11,0,0
5,55,M,South East,London,Gold,6000,1,0,0
9,63,F,South East,S & S East,Silver,3000,5,0,0
10,61,F,South East,London,Gold,17026.67,7,0,0
7,44,U,Midlands,Midlands,Silver,300,9,0,0
13,79,F,South East,London,Silver,3000,8,1,1
5,45,M,North,Yorkshire,Silver,1000,4,0,0
8,35,M,Midlands,Wales & West,Tin,0.01,5,0,0
6,44,U,North,N West,Gold,12106.7,7,0,0
4,66,U,North,N West,Gold,8000,5,0,0
15,32,F,North,Yorkshire,Silver,1000.43,4,1,1
3,71,M,South East,London,Silver,3000,5,0,0
8,61,U,Scottish,C Scotland,Gold,6053.34,4,0,0
21,37,M,South East,London,Silver,600,1,1,1
9,63,M,South East,London,Silver,3000,6,0,0
7,42,F,Midlands,Wales & West,Silver,3100,8,0,0
15,34,F,South East,London,Silver,1600,0,1,2
5,41,F,South East,London,Tin,0.01,8,0,0
8,55,F,Midlands,Wales & West,Gold,6600,8,0,0
6,59,M,Midlands,Wales & West,Silver,3050,11,0,0
12,29,F,South East,London,Gold,6000,9,1,1
6,77,M,Midlands,Wales & West,Gold,12000,4,0,0
6,50,F,Midlands,Midlands,Tin,0.01,8,0,0
11,59,F,South East,London,Gold,5500,1,0,0
11,54,F,North,N West,Silver,1000.01,9,0,0
8,51,F,Midlands,Midlands,Tin,0.01,8,0,0
10,59,F,South East,London,Silver,3000,8,0,0
9,48,F,North,Yorkshire,Tin,0.01,5,0,0
8,31,F,South East,S & S East,Tin,0.01,8,0,0
11,40,F,South East,S & S East,Tin,0.01,8,1,1
8,51,F,Midlands,Wales & West,Silver,3000,8,0,0
9,34,M,North,N West,Gold,12210.64,12,1,2
10,55,F,Midlands,Wales & West,Tin,0.01,5,0,0
10,50,F,North,N West,Tin,0.01,9,0,0
9,51,U,South East,London,Gold,6053.34,4,0,0
12,61,F,South East,S & S East,Tin,0.01,5,0,0
7,37,F,North,N West,Silver,420,8,0,0
5,50,F,North,Yorkshire,Silver,2100.01,8,0,0
5,65,U,South East,London,Gold,10000,4,0,0
5,51,F,North,N East,Platinum,21500,11,0,0
8,61,M,South East,London,Gold,6000,1,0,0
5,75,F,North,Yorkshire,Gold,10000,4,0,0
7,63,M,Midlands,Midlands,Silver,5000,2,0,0
5,70,F,South East,London,Gold,12000,8,0,0
7,31,F,Midlands,Midlands,Silver,50,3,1,1
10,55,M,Scottish,C Scotland,Silver,3000,1,0,0
10,50,F,South East,London,Silver,4200.01,10,0,0
6,54,U,Midlands,Midlands,Silver,3500,14,0,0
6,35,F,South East,London,Tin,0.01,8,0,0
9,60,F,Midlands,Midlands,Silver,5000,5,0,0
8,77,F,North,N East,Silver,2500,5,0,0
9,77,U,Midlands,Wales & West,Gold,6000,4,0,0
4,40,F,Midlands,East,Tin,0.01,4,0,0
5,69,U,North,N West,Silver,1800,11,0,0
8,37,F,Midlands,Wales & West,Tin,0.01,7,0,0
14,34,F,South East,London,Silver,50,6,0,0
8,55,U,South East,London,Gold,12000,6,0,0
8,61,U,Midlands,Wales & West,Silver,4000,16,0,0
10,67,U,North,N East,Gold,7000,4,0,0
8,77,M,South East,London,Gold,10000,5,1,1
7,54,M,Midlands,Midlands,Tin,0.01,9,0,0
7,70,F,South East,London,Gold,6000,14,0,0
10,71,U,North,Yorkshire,Platinum,31884.25,8,0,0
6,47,F,Scottish,C Scotland,Silver,2000,1,0,0
10,52,F,Midlands,Wales & West,Gold,12106.7,7,0,0
4,45,M,South East,London,Gold,9519,4,0,0
9,62,F,Midlands,Wales & West,Tin,0.01,9,1,1
7,75,F,Midlands,Wales & West,Gold,6107.64,5,0,0
6,32,U,Midlands,East,Silver,1000,2,0,0
7,61,U,Midlands,Midlands,Silver,100,25,0,0
10,65,U,North,N West,Gold,6634.93,29,0,0
10,36,F,South East,London,Gold,6000,4,1,1
11,47,M,North,N East,Silver,2000,7,1,1
8,60,M,North,Yorkshire,Gold,7500,3,0,0
10,48,U,Midlands,Midlands,Tin,0.01,5,0,0
5,51,F,South East,London,Tin,0.01,6,0,0
17,67,F,Midlands,East,Gold,8300,12,0,0
8,33,U,South East,London,Silver,1500,5,0,0
11,46,F,Midlands,East,Silver,240,13,0,0
7,61,U,South East,London,Gold,6000,4,0,0
9,29,F,South East,London,Tin,0.01,6,1,1
12,61,U,South East,London,Gold,15000,5,0,0
21,37,F,North,Yorkshire,Tin,0.01,4,1,3
12,38,M,South East,London,Gold,16035.57,8,0,0
7,60,U,Midlands,Midlands,Silver,3000,8,0,0
9,74,U,Midlands,Midlands,Silver,1500,16,0,0
15,46,F,South East,London,Tin,0.01,8,1,1
5,50,F,South East,S & S East,Tin,0.01,5,0,0
21,36,F,South East,London,Gold,18000,5,1,1
5,45,M,Midlands,Midlands,Tin,0.01,7,0,0
9,40,F,Midlands,East,Tin,0.01,5,0,0
7,57,F,Midlands,Wales & West,Silver,250,10,0,0
9,61,M,South East,London,Silver,3000,8,0,0
6,50,F,North,Yorkshire,Silver,75.01,8,0,0
10,76,U,South East,London,Silver,1000,1,0,0
10,31,F,South East,London,Tin,0.01,5,1,1
10,40,U,South East,London,Tin,0.01,8,1,1
8,73,M,South East,S & S East,Silver,2000,1,0,0
5,64,M,South East,London,Silver,1000,5,0,0
8,32,F,North,Yorkshire,Silver,350,9,1,1
6,55,M,Midlands,East,Tin,0.01,8,0,0
7,65,F,South East,London,Gold,13850,8,0,0
4,42,F,South East,S & S East,Tin,0.01,4,0,0
15,66,F,South East,S & S East,Silver,951.91,32,0,0
7,50,F,Midlands,Midlands,Gold,11000,6,0,0
25,36,F,South East,London,Tin,0.01,8,1,3
8,75,F,Midlands,Midlands,Gold,6000,6,0,0
9,67,M,Midlands,East,Silver,500,9,0,0
3,48,U,Midlands,East,Tin,0.01,8,0,0
5,50,F,North,N West,Gold,6053.35,7,0,0
22,38,U,Midlands,Wales & West,Silver,4000,12,1,3
14,63,F,South West,S West,Silver,100,10,1,1
10,48,F,South East,London,Silver,200,1,0,0
11,63,M,South East,London,Gold,6000,3,0,0
6,51,M,Midlands,East,Tin,0.01,5,0,0
8,30,F,Midlands,East,Tin,0.01,5,1,1
8,51,U,North,N West,Gold,11053.35,7,0,0
5,41,F,South East,London,Silver,2000,6,0,0
6,44,F,Midlands,East,Tin,0.01,5,1,1
15,43,F,North,N West,Silver,1000,5,1,1
10,77,F,South East,S & S East,Silver,1900,8,0,0
13,73,F,North,N West,Silver,700,9,0,0
8,31,F,South East,S & S East,Tin,0.01,4,1,1
25,34,F,South West,S West,Tin,0.01,11,1,3
9,44,U,South East,S & S East,Silver,1200,9,0,0
7,45,M,South East,London,Tin,0.01,7,0,0
11,55,F,Midlands,East,Gold,12000,2,1,1
6,75,F,South East,London,Gold,6000,1,0,0
9,39,M,South East,S & S East,Gold,6000,10,0,0
15,41,F,North,N East,Gold,6105.33,8,1,1
11,38,F,South East,London,Silver,650.01,2,1,1
8,37,F,South East,London,Tin,0.01,8,0,0
14,75,U,North,Yorkshire,Gold,6053.35,7,0,0
15,65,F,South East,London,Silver,5000,4,0,0
8,65,M,North,Yorkshire,Gold,9000,8,0,0
15,39,M,South East,S & S East,Tin,0.01,9,0,0
19,53,M,South East,S & S East,Silver,1600,5,1,2
12,46,U,South East,London,Silver,5000,3,0,0
12,72,U,Scottish,C Scotland,Silver,2000,12,0,0
7,75,U,South West,S West,Silver,2000,5,0,0
12,75,F,Scottish,C Scotland,Silver,500,9,0,0
10,34,M,South East,London,Silver,3000.01,5,1,1
10,41,U,North,N West,Tin,0.01,9,0,0
7,62,F,South East,London,Platinum,35884.25,11,1,1
9,46,F,South East,London,Tin,0.01,9,0,0
11,45,U,Midlands,Wales & West,Gold,12000,2,0,0
5,67,M,North,N West,Gold,6000,12,0,0
9,72,M,South East,London,Gold,6000,5,0,0
9,60,F,North,Yorkshire,Gold,6000,14,0,0
12,58,U,Midlands,East,Gold,6200,10,0,0
9,61,M,South East,S & S East,Gold,6000,5,0,0
20,50,F,North,N West,Silver,4884.25,17,1,2
5,33,U,North,N East,Tin,0.01,8,0,0
10,33,U,South East,London,Tin,0.01,7,0,0
7,63,U,South East,London,Tin,0.01,5,0,0
9,53,F,South East,London,Tin,0.01,4,0,0
11,37,F,Midlands,Wales & West,Silver,100,7,1,1
9,61,U,South East,London,Tin,0.01,4,0,0
6,36,F,North,N East,Silver,1000,4,0,0
12,50,F,Midlands,East,Silver,3000,6,1,1
6,72,F,Midlands,Midlands,Gold,6000,8,0,0
12,39,F,South East,London,Gold,12000,1,1,1
11,65,U,South East,S & S East,Silver,3682.47,11,0,0
6,37,F,South East,London,Gold,7500,3,1,1
6,66,M,South East,London,Tin,0.01,5,0,0
10,52,M,North,N West,Gold,6053.34,4,0,0
14,30,F,South East,London,Silver,489.91,11,1,2
6,43,M,North,Yorkshire,Tin,0.01,5,0,0
9,37,M,Midlands,Midlands,Tin,0.01,5,1,1
8,65,F,North,N East,Gold,6000,5,0,0
11,60,F,North,N East,Tin,0.01,8,0,0
6,43,F,Midlands,East,Tin,0.01,5,0,0
7,74,F,South East,S & S East,Gold,20000,4,0,0
5,40,M,North,Yorkshire,Gold,6000,1,0,0
7,35,M,South East,London,Gold,12053.34,4,0,0
14,53,M,North,Yorkshire,Tin,0.01,4,1,1
12,42,F,South East,London,Tin,0.01,8,1,1
20,57,U,South East,London,Gold,10000,5,1,2
9,35,F,Scottish,C Scotland,Tin,0.01,4,1,1
9,35,F,North,N East,Gold,6000,12,0,0
18,64,F,Midlands,Midlands,Silver,1000,9,0,0
9,49,U,Scottish,N Scot,Silver,4500,8,0,0
12,59,F,South East,London,Gold,12107.64,6,1,1
7,46,M,South East,London,Silver,5000,1,0,0
17,30,F,South East,London,Silver,4000,7,1,1
6,58,F,South East,London,Silver,3000,19,0,0
8,46,M,South East,London,Tin,0.01,7,0,0
4,57,M,South West,S West,Tin,0.01,8,0,0
11,55,F,South East,London,Silver,4000,7,0,0
6,33,M,South East,London,Silver,1000,1,0,0
7,50,F,South East,London,Gold,10000,2,0,0
12,71,F,Midlands,Midlands,Silver,3000,18,0,0
12,51,M,South East,London,Gold,9000,2,0,0
7,45,F,South East,S & S East,Silver,3000,8,0,0
9,48,M,South East,London,Gold,12000,9,0,0
8,56,F,North,Yorkshire,Silver,5000,2,0,0
8,39,F,South East,London,Tin,0.01,5,1,1
13,30,U,North,Yorkshire,Silver,600,1,0,0
17,45,M,South East,London,Gold,12000,4,0,0
6,50,F,Scottish,Border,Tin,0.01,5,0,0
8,40,M,Midlands,Wales & West,Tin,0.01,4,0,0
13,32,F,Midlands,Wales & West,Tin,0.01,5,1,1
10,59,M,South East,London,Platinum,20538.99,3,0,0
8,56,M,Midlands,East,Tin,0.01,1,0,0
8,50,M,Scottish,C Scotland,Tin,0.01,7,0,0
5,65,M,Scottish,N Scot,Platinum,50000,12,0,0
14,50,F,Midlands,Midlands,Gold,6000,2,0,0
16,38,F,South East,London,Tin,0.01,8,1,2
7,64,F,South East,London,Silver,5000,4,0,0
11,67,U,South East,S & S East,Tin,0.01,10,1,1
7,64,F,South East,London,Gold,12605.32,17,1,1
7,51,F,South East,London,Platinum,20249.84,3,0,0
16,50,F,South East,S & S East,Tin,0.01,8,0,0
19,61,F,South East,S & S East,Tin,0.01,5,1,1
7,49,U,Scottish,C Scotland,Gold,6000,5,0,0
10,28,F,South West,S West,Silver,1590,6,1,1
10,63,M,South East,S & S East,Gold,10833.16,8,1,1
11,59,F,Midlands,Wales & West,Silver,2500,7,1,1
10,49,F,South East,London,Silver,2600,4,1,1
6,36,F,North,N West,Tin,0.01,5,1,1
6,74,F,North,Yorkshire,Gold,6000,2,0,0
7,71,M,Midlands,East,Gold,6000,3,0,0
10,63,M,North,N West,Platinum,25000,16,0,0
11,50,U,Midlands,Midlands,Tin,0.01,8,0,0
17,50,F,Midlands,East,Tin,0.01,8,1,2
4,60,U,South East,London,Gold,6000,2,0,0
4,57,F,South East,S & S East,Tin,0.01,5,0,0
11,39,F,South East,London,Gold,6000,1,1,2
10,39,F,North,N West,Tin,0.01,4,1,1
13,63,F,North,N West,Tin,0.01,7,0,0
8,70,U,Midlands,Wales & West,Silver,840,5,0,0
15,55,M,South East,London,Tin,0.01,8,1,2
4,49,F,Midlands,East,Tin,0.01,9,0,0
8,50,M,Midlands,Midlands,Tin,0.01,5,0,0
12,71,M,South East,London,Gold,17094.9,8,0,0
10,37,F,Midlands,Midlands,Silver,2000,5,1,1
9,40,U,South East,London,Silver,2112.22,8,0,0
9,52,F,Midlands,Midlands,Silver,600,1,0,0
7,69,U,North,N West,Gold,6000,11,0,0
7,43,U,Midlands,Ulster,Gold,6000,3,0,0
7,71,F,Midlands,Wales & West,Silver,1000,8,0,0
8,46,F,Midlands,Midlands,Tin,0.01,5,0,0
13,69,U,North,N West,Silver,1800,8,0,0
8,53,U,Scottish,Border,Tin,0.01,5,0,0
8,30,F,Midlands,Wales & West,Tin,0.01,5,0,0
5,67,U,South East,London,Gold,10000,18,0,0
8,68,M,South East,S & S East,Gold,8594.76,6,0,0
8,48,M,Midlands,Ulster,Silver,2000,4,0,0
10,67,U,Midlands,Midlands,Gold,12000,7,0,0
7,28,U,Scottish,Border,Gold,8000,1,0,0
8,63,F,Midlands,Midlands,Silver,2500,2,1,1
7,60,M,Midlands,Midlands,Tin,0.01,11,1,1
8,37,F,South East,London,Gold,12088.11,8,0,0
10,73,U,South East,London,Gold,18035.46,9,0,0
8,67,U,Midlands,Midlands,Gold,6000,5,0,0
14,61,F,South East,London,Silver,5000,5,0,0
7,50,F,Scottish,C Scotland,Tin,0.01,5,0,0
2,44,F,North,N West,Silver,4600,9,0,0
8,69,M,North,Yorkshire,Gold,12684.25,8,0,0
7,62,F,South East,S & S East,Gold,5500,8,0,0
7,35,F,South East,London,Gold,6107.64,6,1,1
10,55,M,North,Yorkshire,Silver,2100,9,0,0
8,39,U,South East,London,Silver,1600,9,0,0
12,57,U,South East,London,Gold,10000,4,0,0
8,64,M,North,N West,Gold,10000,4,0,0
8,76,F,Scottish,N Scot,Gold,12053.34,6,0,0
6,61,M,Scottish,N Scot,Gold,13500,1,0,0
12,33,F,Scottish,C Scotland,Tin,0.01,4,1,1
13,48,U,South East,London,Tin,0.01,4,0,0
9,42,F,South East,London,Gold,12000,12,0,0
7,60,F,South East,London,Tin,0.01,4,0,0
7,70,U,South East,S & S East,Silver,3000,5,0,0
9,53,F,North,Yorkshire,Tin,0.01,10,1,1
18,50,U,Scottish,C Scotland,Silver,1000,4,1,1
8,49,U,Midlands,Midlands,Tin,0.01,8,0,0
12,61,F,Midlands,Midlands,Gold,6000.01,9,0,0
6,62,U,Midlands,Wales & West,Gold,6000,5,0,0
8,79,F,North,N West,Gold,15000,12,0,0
7,38,M,North,N West,Gold,10000,4,0,0
11,51,M,Midlands,Wales & West,Tin,0.01,12,0,0
16,37,F,North,N West,Gold,12000,6,1,1
9,46,F,North,N West,Tin,0.01,10,0,0
9,31,F,Midlands,Midlands,Tin,0.01,7,0,0
11,38,M,North,N West,Silver,0.02,4,0,0
8,56,F,Midlands,Wales & West,Gold,6000,2,0,0
6,34,F,South East,London,Silver,100,13,1,1
8,72,F,North,N West,Gold,6000,5,0,0
4,72,F,Midlands,Wales & West,Gold,6000,2,0,0
13,41,F,South East,London,Tin,0.01,5,1,1
6,61,F,Midlands,Wales & West,Gold,6000,12,0,0
2,62,F,South East,London,Gold,6000,6,0,0
7,54,F,North,N West,Silver,3000.01,8,0,0
8,53,F,South East,London,Platinum,45000,7,0,0
7,66,U,North,N West,Gold,7000,2,0,0
9,54,U,South East,S & S East,Silver,0.02,7,0,0
9,39,U,South East,London,Tin,0.01,11,0,0
15,47,M,South East,London,Gold,10000,15,0,0
13,59,M,North,Yorkshire,Gold,7900,11,0,0
6,61,F,South East,London,Gold,6000,10,0,0
8,60,F,Midlands,Midlands,Silver,3000,5,0,0
4,51,F,South East,London,Tin,0.01,4,0,0
8,56,F,Midlands,East,Tin,0.01,5,1,2
10,67,F,Midlands,Wales & West,Gold,6053.34,4,0,0
8,68,F,South East,London,Gold,17996.5,10,0,0
17,37,F,North,Yorkshire,Gold,6105.32,9,1,3
10,42,F,South East,S & S East,Silver,500,2,1,1
10,74,F,Midlands,East,Silver,5000,4,1,1
6,53,M,Scottish,C Scotland,Tin,0.01,5,0,0
11,76,F,South West,S West,Silver,1500,32,0,0
10,46,U,South East,London,Tin,0.01,8,0,0
6,62,M,South East,London,Silver,1000,5,0,0
10,48,F,Midlands,East,Gold,6000,2,0,0
13,55,F,South East,London,Tin,0.01,5,0,0
8,59,F,South East,London,Tin,0.01,13,0,0
4,70,F,North,Yorkshire,Gold,6000,6,0,0
12,60,F,Midlands,Midlands,Silver,3000,2,1,1
13,63,M,South East,S & S East,Gold,6000,1,0,0
16,43,F,South East,London,Tin,0.01,7,1,1
7,47,F,Midlands,East,Gold,6053.34,4,0,0
5,44,F,North,Yorkshire,Silver,480,5,1,1
9,54,F,South West,S West,Tin,0.01,9,0,0
7,38,F,South East,London,Silver,1000,1,0,0
6,65,F,North,N West,Silver,3000,8,0,0
7,59,F,Midlands,Wales & West,Gold,6000,2,0,0
13,56,F,Midlands,Midlands,Silver,1500,9,0,0
6,68,F,South West,S West,Gold,6053.35,6,0,0
25,33,M,South East,London,Silver,2650,11,1,3
12,50,F,South East,S & S East,Tin,0.01,8,0,0
13,74,F,South East,S & S East,Silver,600,1,0,0
5,60,M,Midlands,East,Gold,6178.5,9,1,1
14,68,F,South East,S & S East,Silver,4884.25,8,1,1
6,56,F,South East,S & S East,Gold,11000,4,0,0
5,60,F,South East,London,Tin,0.01,8,0,0
5,40,F,South East,London,Gold,13911,5,0,0
11,55,F,South East,London,Silver,300,9,0,0
7,34,M,North,N West,Tin,0.01,8,0,0
9,57,U,South East,London,Gold,6000,6,0,0
5,73,U,South East,London,Gold,13000,13,0,0
11,64,U,Midlands,Wales & West,Silver,1028.19,4,0,0
9,33,F,South East,London,Tin,0.01,8,0,0
3,72,M,Midlands,Midlands,Gold,6053.35,7,0,0
5,58,M,North,N West,Gold,6000,1,0,0
4,75,F,Scottish,C Scotland,Gold,18053.35,4,0,0
5,43,F,Midlands,East,Tin,0.01,5,1,1
